統計期,統計區,總計 (公噸),一般垃圾 (公噸),巨大垃圾 (公噸),資源垃圾 (公噸),廚餘 (公噸),平均每人每日一般廢棄物產生量 (公斤)
2014-09-01,高雄市,76679,32517,1362,34796,8004,0.92
2003-11-01,金門縣,1609,1321,0,227,61,0.885
2014-09-01,宜蘭縣,13768,5207,254,5565,2742,1
2003-11-01,連江縣,965,656,0,127,182,3.717
2014-09-01,新竹縣,15685,7416,73,6704,1492,0.976
2003-12-01,新北市,105675,89066,0,14264,2346,0.928
2014-09-01,苗栗縣,14804,7810,251,5668,1075,0.87
2003-12-01,臺北市,76851,51093,0,24441,1318,0.944
2014-09-01,彰化縣,32661,17515,497,13665,984,0.842
2003-12-01,桃園市,53478,41777,0,7455,4245,0.95
2014-09-01,南投縣,15904,7585,221,6317,1781,1.029
2003-12-01,臺中市,56549,42303,0,9808,4438,0.723
2014-09-01,雲林縣,15671,8470,288,5958,955,0.739
2003-12-01,臺中市(舊),22496,14295,0,5408,2794,0.722
2014-09-01,嘉義縣,15047,7751,113,6374,809,0.953
2003-12-01,臺中縣,34053,28008,0,4400,1645,0.723
2014-09-01,屏東縣,22509,11649,741,8970,1150,0.883
2003-12-01,臺南市,53923,44577,0,7876,1469,0.937
2014-09-01,臺東縣,6814,3721,109,2514,470,1.009
2003-12-01,臺南市(舊),24614,18446,0,4907,1261,1.06
2014-09-01,花蓮縣,9067,4596,180,3690,602,0.906
2003-12-01,臺南縣,29309,26131,0,2970,208,0.854
2014-09-01,澎湖縣,2751,1273,55,1110,313,0.905
2003-12-01,高雄市,69582,57962,0,11098,521,0.818
2014-09-01,基隆市,12602,5606,169,5793,1034,1.124
2003-12-01,高雄市(舊),39512,33311,0,6172,28,0.845
2014-09-01,新竹市,14895,7250,117,6604,924,1.152
2003-12-01,高雄縣,30070,24651,0,4926,493,0.785
2014-09-01,嘉義市,8147,3347,258,3763,780,1.003
2003-12-01,宜蘭縣,11700,8918,0,2085,696,0.815
2014-09-01,金門縣,2046,993,49,860,144,0.543
2003-12-01,新竹縣,12232,10725,0,1385,122,0.867
2014-09-01,連江縣,579,182,37,192,167,1.548
2003-12-01,苗栗縣,14749,12456,0,1713,580,0.86
2014-10-01,新北市,78485,29286,2445,36030,10724,0.639
2003-12-01,彰化縣,30719,26007,0,4280,433,0.753
2014-10-01,臺北市,71434,22684,1323,41106,6321,0.855
2003-12-01,南投縣,11515,9038,0,1970,507,0.691
2014-10-01,桃園市,66632,29009,47,28996,8580,1.046
2003-12-01,雲林縣,16727,13393,0,2944,390,0.729
2014-10-01,臺中市,64819,30654,181,30371,3613,0.77
2003-12-01,嘉義縣,19511,17183,0,1900,429,1.123
2014-10-01,臺南市,51699,20752,1617,23500,5831,0.885
2003-12-01,屏東縣,22309,20249,0,1820,240,0.796
2014-10-01,高雄市,78050,32583,1384,36056,8028,0.906
2003-12-01,臺東縣,6865,5688,0,1177,0,0.922
2014-10-01,宜蘭縣,13569,5248,230,5544,2548,0.954
2003-12-01,花蓮縣,11356,9338,0,1674,345,1.051
2014-10-01,新竹縣,15712,7129,62,7037,1484,0.945
2003-12-01,澎湖縣,3081,2320,0,640,121,1.077
2014-10-01,苗栗縣,14642,7335,239,6048,1020,0.833
2003-12-01,基隆市,11754,9409,0,2004,340,0.967
2014-10-01,彰化縣,29592,14559,492,13759,783,0.739
2003-12-01,新竹市,12159,10183,0,1736,240,1.025
2014-10-01,南投縣,15680,7243,209,6398,1830,0.982
2003-12-01,嘉義市,8568,7579,0,664,325,1.026
2014-10-01,雲林縣,15013,7993,252,5808,961,0.685
2003-12-01,金門縣,1637,1316,0,257,65,0.87
2014-10-01,嘉義縣,14514,7258,112,6305,839,0.89
2003-12-01,連江縣,984,685,0,111,188,3.666
2014-10-01,屏東縣,21481,10802,752,8863,1063,0.816
2014-10-01,臺東縣,6493,3430,102,2398,563,0.931
2014-10-01,花蓮縣,8947,4460,230,3652,605,0.865
2014-10-01,澎湖縣,2707,1215,53,1141,298,0.86
2014-10-01,基隆市,11602,5251,169,5279,904,1.002
2014-10-01,新竹市,14821,7393,86,6439,903,1.109
2014-10-01,嘉義市,7620,2850,225,3810,735,0.908
2014-10-01,金門縣,2049,955,89,870,135,0.523
2014-10-01,連江縣,689,182,152,190,165,1.779
2014-11-01,新北市,77278,27896,2343,36663,10376,0.65
2014-11-01,臺北市,67321,21806,963,38436,6117,0.831
2014-11-01,桃園市,50746,13649,53,28651,8393,0.823
2014-11-01,臺中市,59710,27993,205,28040,3473,0.733
2014-11-01,臺南市,51131,20702,1278,23400,5750,0.905
2014-11-01,高雄市,74540,30816,1153,34767,7804,0.894
2014-11-01,宜蘭縣,13168,5045,224,5360,2539,0.957
2014-11-01,新竹縣,14660,6997,35,6183,1445,0.91
2014-11-01,苗栗縣,14439,6794,237,6415,993,0.849
2014-11-01,彰化縣,30739,16100,545,13321,773,0.793
2014-11-01,南投縣,14898,6920,131,6086,1761,0.965
2014-11-01,雲林縣,15252,7910,245,6178,919,0.72
2014-11-01,嘉義縣,14004,6789,157,6203,854,0.888
2014-11-01,屏東縣,20154,10029,472,8616,1038,0.791
2014-11-01,臺東縣,6498,3387,97,2490,523,0.964
2014-11-01,花蓮縣,8360,4265,134,3386,575,0.836
2014-11-01,澎湖縣,2935,1141,51,1453,289,0.963
2014-11-01,基隆市,11052,4991,137,5011,914,0.987
2014-11-01,新竹市,14392,7105,110,6305,871,1.112
2014-11-01,嘉義市,7682,3100,278,3582,721,0.946
2004-01-01,新北市,122466,103672,0,16383,2411,1.075
2014-11-01,金門縣,1947,904,79,837,127,0.512
2004-01-01,臺北市,86060,59331,0,23671,3058,1.057
2014-11-01,連江縣,562,165,54,187,157,1.496
2004-01-01,桃園市,56921,44507,0,8031,4382,1.008
2014-12-01,新北市,78483,30259,2294,35530,10400,0.638
2004-01-01,臺中市,63103,47425,0,11106,4571,0.806
2014-12-01,臺北市,70588,22932,1311,40267,6078,0.843
2004-01-01,臺中市(舊),24002,15584,0,5605,2813,0.77
2014-12-01,桃園市,77472,33902,44,34394,9133,1.215
2004-01-01,臺中縣,39100,31841,0,5502,1758,0.83
2014-12-01,臺中市,67591,32338,206,31318,3730,0.802
2004-01-01,臺南市,58369,47226,0,9457,1687,1.015
2014-12-01,臺南市,51516,20725,1372,23568,5851,0.882
2004-01-01,臺南市(舊),27682,19940,0,6365,1376,1.192
2014-12-01,高雄市,77810,31029,1149,37674,7958,0.903
2004-01-01,臺南縣,30688,27286,0,3091,311,0.895
2014-12-01,宜蘭縣,12956,4733,240,5424,2558,0.911
2004-01-01,高雄市,83160,70663,0,11992,504,0.977
2014-12-01,新竹縣,15517,7383,65,6828,1242,0.932
2004-01-01,高雄市(舊),47279,40413,0,6832,34,1.01
2014-12-01,苗栗縣,14614,7342,259,5984,1030,0.831
2004-01-01,高雄縣,35881,30250,0,5161,470,0.937
2014-12-01,彰化縣,31934,16953,561,13682,737,0.797
2004-01-01,宜蘭縣,13397,10172,0,2578,647,0.933
2014-12-01,南投縣,15478,7330,195,6151,1803,0.97
2004-01-01,新竹縣,13401,11689,0,1590,122,0.949
2014-12-01,雲林縣,16054,8430,207,6449,968,0.734
2004-01-01,苗栗縣,16487,14168,0,1786,533,0.962
2014-12-01,嘉義縣,14488,7231,121,6210,926,0.89
2004-01-01,彰化縣,36139,30571,0,5054,513,0.886
2014-12-01,屏東縣,21053,11098,361,8570,1024,0.801
2004-01-01,南投縣,14535,11184,0,2787,565,0.872
2014-12-01,臺東縣,6294,3463,179,2207,446,0.904
2004-01-01,雲林縣,19317,16347,0,2431,540,0.842
2014-12-01,花蓮縣,8680,4480,63,3504,633,0.84
2004-01-01,嘉義縣,16590,14454,0,1713,422,0.955
2014-12-01,澎湖縣,3009,1186,44,1469,310,0.954
2004-01-01,屏東縣,27725,24018,0,3515,193,0.99
2014-12-01,基隆市,11320,5098,163,5151,908,0.978
2004-01-01,臺東縣,7640,6329,0,1311,0,1.027
2014-12-01,新竹市,15009,7503,128,6475,902,1.121
2004-01-01,花蓮縣,12602,10635,0,1579,388,1.165
2014-12-01,嘉義市,8169,3506,330,3605,728,0.973
2004-01-01,澎湖縣,2870,2183,0,575,112,1.004
2014-12-01,金門縣,2089,998,80,872,139,0.529
2004-01-01,基隆市,13879,10995,0,2541,343,1.141
2014-12-01,連江縣,552,165,55,182,150,1.422
2004-01-01,新竹市,13249,10980,0,2058,212,1.162
2004-01-01,嘉義市,8690,7650,0,719,321,1.04
2004-01-01,金門縣,1820,1499,0,262,59,0.964
2004-01-01,連江縣,1021,697,0,118,206,3.774
2004-02-01,新北市,98113,79550,0,16122,2441,0.92
2004-02-01,臺北市,69476,44825,0,21592,3059,0.912
2004-02-01,桃園市,49091,38311,0,7254,3526,0.928
2004-02-01,臺中市,55171,41299,0,9414,4458,0.753
2004-02-01,臺中市(舊),20607,13130,0,4823,2654,0.706
2004-02-01,臺中縣,34564,28169,0,4592,1803,0.784
2004-02-01,臺南市,51783,41149,0,8835,1799,0.962
2004-02-01,臺南市(舊),23087,15653,0,5851,1583,1.061
2004-02-01,臺南縣,28695,25496,0,2983,216,0.894
2004-02-01,高雄市,67585,57305,0,9706,574,0.849
2004-02-01,高雄市(舊),37913,33010,0,4871,33,0.866
2004-02-01,高雄縣,29672,24295,0,4836,541,0.828
2004-02-01,宜蘭縣,11426,8738,0,2014,675,0.851
2004-02-01,新竹縣,11154,9603,0,1426,125,0.843
2004-02-01,苗栗縣,12926,10605,0,1768,552,0.805
2004-02-01,彰化縣,29088,24165,0,4368,555,0.762
2004-02-01,南投縣,11767,8982,0,2265,521,0.755
2004-02-01,雲林縣,17103,14178,0,2430,495,0.798
2004-02-01,嘉義縣,14701,12789,0,1512,400,0.906
2015-01-01,新北市,79791,29417,3507,36779,10088,0.649
2004-02-01,屏東縣,22195,18911,0,2933,351,0.847
2015-01-01,臺北市,72792,23593,1354,41652,6193,0.869
2004-02-01,臺東縣,6790,5420,0,1261,110,0.977
2015-01-01,桃園市,63149,31177,821,28316,2835,0.989
2004-02-01,花蓮縣,11733,9903,0,1475,354,1.157
2015-01-01,臺中市,67495,32292,268,31480,3455,0.8
2004-02-01,澎湖縣,2665,2013,0,542,110,0.997
2015-01-01,臺南市,51662,21302,1329,23151,5881,0.884
2004-02-01,基隆市,10537,8201,0,1996,340,0.926
2015-01-01,高雄市,74579,31544,1377,34092,7565,0.866
2004-02-01,新竹市,9611,8068,0,1333,210,0.9
2015-01-01,宜蘭縣,13649,5238,265,5623,2522,0.96
2004-02-01,嘉義市,7659,6772,0,535,352,0.98
2015-01-01,新竹縣,15618,7708,109,6475,1326,0.937
2004-02-01,金門縣,1566,1273,0,215,77,0.883
2015-01-01,苗栗縣,14645,7299,254,5882,1210,0.833
2004-02-01,連江縣,983,568,0,122,293,3.858
2015-01-01,彰化縣,32194,17061,700,13661,772,0.804
2004-03-01,新北市,103662,84555,0,16011,3096,0.909
2015-01-01,南投縣,15716,7370,211,6408,1726,0.986
2004-03-01,臺北市,72851,47027,0,22641,3183,0.894
2015-01-01,雲林縣,15908,8619,327,6049,913,0.728
2004-03-01,桃園市,50597,39348,0,7711,3539,0.894
2015-01-01,嘉義縣,14444,7156,128,6263,897,0.888
2004-03-01,臺中市,56561,43078,0,9083,4401,0.722
2015-01-01,屏東縣,21036,11352,429,8216,1039,0.801
2004-03-01,臺中市(舊),21927,14339,0,4867,2721,0.703
2015-01-01,臺東縣,6191,3679,140,1906,467,0.89
2004-03-01,臺中縣,34634,28739,0,4215,1679,0.734
2015-01-01,花蓮縣,8995,4688,58,3619,630,0.871
2004-03-01,臺南市,53274,42333,0,8905,2037,0.926
2015-01-01,澎湖縣,2452,1203,26,904,319,0.777
2004-03-01,臺南市(舊),24820,17285,0,5788,1747,1.067
2015-01-01,基隆市,12223,5482,195,5460,1087,1.057
2004-03-01,臺南縣,28455,25048,0,3116,290,0.83
2015-01-01,新竹市,14456,6487,208,6832,929,1.079
2004-03-01,高雄市,75132,60418,0,14115,600,0.883
2015-01-01,嘉義市,8373,3481,221,3851,820,0.997
2004-03-01,高雄市(舊),43802,34870,0,8891,41,0.936
2015-01-01,金門縣,1986,965,76,806,139,0.501
2004-03-01,高雄縣,31330,25548,0,5223,559,0.818
2015-01-01,連江縣,559,167,57,184,151,1.439
2004-03-01,宜蘭縣,11503,8801,0,1961,741,0.802
2015-02-01,新北市,84950,33584,4856,38259,8251,0.765
2004-03-01,新竹縣,11720,10146,0,1361,214,0.827
2015-02-01,臺北市,71749,23600,1167,41109,5873,0.947
2004-03-01,苗栗縣,14423,12021,0,1847,555,0.839
2015-02-01,桃園市,56723,26864,43,27221,2595,0.982
2004-03-01,彰化縣,29931,24927,0,4440,565,0.733
2015-02-01,臺中市,66942,32219,179,31230,3314,0.878
2004-03-01,南投縣,11925,9289,0,2078,558,0.717
2015-02-01,臺南市,53651,22612,1189,23880,5971,1.017
2004-03-01,雲林縣,17831,14634,0,2639,558,0.779
2015-02-01,高雄市,73090,29130,1725,34849,7385,0.939
2004-03-01,嘉義縣,15600,13491,0,1701,409,0.9
2015-02-01,宜蘭縣,14712,5908,411,5911,2482,1.146
2004-03-01,屏東縣,23043,19388,0,3277,379,0.823
2015-02-01,新竹縣,16167,8028,134,6684,1322,1.073
2004-03-01,臺東縣,6876,5418,0,1148,311,0.922
2015-02-01,苗栗縣,15300,7894,257,5931,1218,0.964
2004-03-01,花蓮縣,12344,10099,0,1846,399,1.138
2015-02-01,彰化縣,33754,18007,1021,13992,735,0.934
2004-03-01,澎湖縣,2811,2145,0,524,142,0.985
2015-02-01,南投縣,16320,7762,202,6661,1694,1.134
2015-02-01,雲林縣,17448,9977,370,6240,860,0.884
2004-03-01,基隆市,10248,7947,0,1938,363,0.842
2004-03-01,新竹市,11795,9988,0,1578,229,0.992
2015-02-01,嘉義縣,14517,7677,82,5885,873,0.989
2004-03-01,嘉義市,7604,6743,0,540,321,0.91
2015-02-01,屏東縣,22713,12887,688,8111,1028,0.958
2004-03-01,金門縣,1721,1321,0,335,65,0.906
2015-02-01,臺東縣,5554,3075,118,1946,415,0.885
2004-03-01,連江縣,1029,603,0,126,300,3.809
2015-02-01,花蓮縣,9615,5246,92,3689,588,1.031
2004-04-01,新北市,102909,84817,0,15089,3003,0.933
2015-02-01,澎湖縣,2703,1312,24,1031,337,0.948
2004-04-01,臺北市,73004,47524,0,22263,3217,0.927
2015-02-01,基隆市,12830,5726,317,5841,946,1.229
2004-04-01,桃園市,51807,39478,0,8557,3772,0.944
2015-02-01,新竹市,14707,6733,221,6843,911,1.215
2015-02-01,嘉義市,7686,3126,267,3541,751,1.013
2004-04-01,臺中市,57614,43705,0,9412,4496,0.759
2004-04-01,臺中市(舊),21183,13933,0,4743,2507,0.701
2015-02-01,金門縣,2198,1111,77,875,134,0.612
2004-04-01,臺中縣,36430,29772,0,4670,1989,0.798
2015-02-01,連江縣,526,152,55,172,147,1.498
2004-04-01,臺南市,53730,42359,0,9284,2088,0.965
2015-03-01,新北市,78747,26155,2376,39055,11162,0.64
2015-03-01,臺北市,69243,21973,1069,39713,6489,0.826
2004-04-01,臺南市(舊),25562,17321,0,6410,1831,1.135
2015-03-01,桃園市,67641,36910,427,27817,2488,1.054
2004-04-01,臺南縣,28168,25038,0,2874,257,0.849
2015-03-01,臺中市,70793,33634,221,32997,3941,0.838
2004-04-01,高雄市,71001,58022,0,12351,628,0.862
2004-04-01,高雄市(舊),39227,32065,0,7148,14,0.866
2015-03-01,臺南市,50366,20502,1484,22571,5810,0.862
2004-04-01,高雄縣,31774,25957,0,5203,614,0.857
2015-03-01,高雄市,74902,32275,1222,33903,7503,0.869
2004-04-01,宜蘭縣,11644,8690,0,2090,864,0.839
2015-03-01,宜蘭縣,13819,5274,233,5705,2607,0.972
2004-04-01,新竹縣,11592,9843,0,1581,167,0.843
2015-03-01,新竹縣,15608,7774,52,6669,1113,0.936
2015-03-01,苗栗縣,14713,7519,142,5869,1183,0.837
2004-04-01,苗栗縣,13824,11411,0,2012,401,0.832
2004-04-01,彰化縣,30783,25727,0,4398,657,0.779
2015-03-01,彰化縣,32273,17574,559,13304,836,0.807
2015-03-01,南投縣,15752,7669,94,6408,1581,0.99
2004-04-01,南投縣,12383,9530,0,2267,586,0.769
2015-03-01,雲林縣,16308,8839,310,6157,1001,0.747
2004-04-01,雲林縣,18257,14976,0,2730,550,0.824
2015-03-01,嘉義縣,14290,7356,91,5857,986,0.881
2004-04-01,嘉義縣,15182,13157,0,1583,442,0.905
2015-03-01,屏東縣,21971,11868,391,8650,1061,0.838
2004-04-01,屏東縣,26141,21682,0,4047,412,0.965
2004-04-01,臺東縣,6708,5276,0,1150,281,0.925
2015-03-01,臺東縣,7429,4151,110,2738,430,1.07
2004-04-01,花蓮縣,11140,8984,0,1753,403,1.062
2015-03-01,花蓮縣,9092,4811,59,3656,567,0.881
2004-04-01,澎湖縣,2798,2082,0,571,145,1.015
2015-03-01,澎湖縣,2737,1271,44,1094,328,0.867
2004-04-01,基隆市,10524,7818,0,2340,366,0.894
2015-03-01,基隆市,11306,5310,113,4815,1068,0.978
2004-04-01,新竹市,11733,9729,0,1782,223,1.019
2015-03-01,新竹市,13807,6107,155,6614,932,1.03
2004-04-01,嘉義市,7924,7100,0,506,318,0.979
2015-03-01,嘉義市,7960,3208,273,3702,776,0.948
2004-04-01,金門縣,1714,1330,0,300,84,0.929
2015-03-01,金門縣,2107,1005,57,898,147,0.528
2015-03-01,連江縣,553,170,71,168,144,1.424
2004-04-01,連江縣,1004,592,0,127,285,3.87
2004-05-01,新北市,110755,92698,0,14768,3289,0.97
2015-04-01,新北市,75175,23642,2232,38825,10476,0.632
2015-04-01,臺北市,67083,21137,1163,38420,6364,0.826
2004-05-01,臺北市,78555,51070,0,23487,3999,0.965
2004-05-01,桃園市,54842,41939,0,9149,3755,0.966
2015-04-01,桃園市,60494,30172,474,27409,2438,0.972
2015-04-01,臺中市,66273,31551,213,31e3,3509,0.81
2004-05-01,臺中市,61158,45406,0,10244,5509,0.779
2004-05-01,臺中市(舊),22410,14589,0,4955,2866,0.716
2015-04-01,臺南市,50950,21039,1370,22720,5820,0.901
2015-04-01,高雄市,73364,31024,1135,33799,7405,0.88
2004-05-01,臺中縣,38748,30816,0,5289,2643,0.821
2004-05-01,臺南市,53315,42138,0,9012,2166,0.926
2015-04-01,宜蘭縣,13313,4953,239,5561,2560,0.968
2015-04-01,新竹縣,14740,7105,58,6450,1127,0.913
2004-05-01,臺南市(舊),26509,18541,0,6082,1885,1.138
2015-04-01,苗栗縣,14344,7151,238,5833,1122,0.844
2004-05-01,臺南縣,26807,23597,0,2929,280,0.782
2015-04-01,彰化縣,30118,15615,602,13078,823,0.778
2004-05-01,高雄市,79406,65982,0,12763,661,0.933
2015-04-01,南投縣,14369,7109,50,5768,1442,0.934
2004-05-01,高雄市(舊),45172,37737,0,7408,28,0.965
2015-04-01,雲林縣,15313,8335,283,5748,948,0.726
2004-05-01,高雄縣,34234,28246,0,5355,633,0.893
2015-04-01,嘉義縣,14453,7497,106,5881,969,0.921
2004-05-01,宜蘭縣,12310,9164,0,2220,926,0.858
2004-05-01,新竹縣,12391,10847,0,1402,142,0.871
2015-04-01,屏東縣,22124,11565,367,9119,1072,0.872
2015-04-01,臺東縣,5990,3176,101,2290,422,0.893
2004-05-01,苗栗縣,14270,12035,0,1787,447,0.831
2004-05-01,彰化縣,33141,27918,0,4579,644,0.812
2015-04-01,花蓮縣,8625,4544,76,3402,602,0.864
2004-05-01,南投縣,12697,9890,0,2156,651,0.763
2015-04-01,澎湖縣,2783,1336,38,1053,356,0.911
2004-05-01,雲林縣,18896,15451,0,2786,659,0.826
2015-04-01,基隆市,11606,5127,173,5245,1060,1.037
2004-05-01,嘉義縣,15596,13264,0,1904,428,0.9
2015-04-01,新竹市,13956,6313,147,6564,933,1.076
2004-05-01,屏東縣,25669,21829,0,3397,442,0.917
2015-04-01,嘉義市,7801,3170,251,3623,756,0.96
2004-05-01,臺東縣,6930,5469,0,1181,279,0.925
2015-04-01,金門縣,2142,1017,126,862,137,0.553
2004-05-01,花蓮縣,12376,9924,0,1995,457,1.143
2015-04-01,連江縣,560,165,88,163,144,1.493
2004-05-01,澎湖縣,2983,2208,0,617,158,1.048
2015-05-01,新北市,76373,23305,2785,38597,11686,0.621
2004-05-01,基隆市,11970,8738,0,2853,379,0.984
2015-05-01,臺北市,71247,23816,856,39649,6927,0.849
2004-05-01,新竹市,12648,10685,0,1736,227,1.062
2015-05-01,桃園市,48607,19559,39,26505,2504,0.754
2004-05-01,嘉義市,8909,7977,0,599,333,1.064
2015-05-01,臺中市,68726,33287,216,31600,3622,0.813
2004-05-01,金門縣,1709,1338,0,277,94,0.894
2015-05-01,臺南市,51618,21347,1198,23204,5870,0.883
2004-05-01,連江縣,966,556,0,137,273,3.569
2015-05-01,高雄市,74588,32273,1131,33715,7469,0.866
2004-06-01,新北市,115312,95137,0,16901,3274,1.047
2015-05-01,宜蘭縣,14004,5497,252,5668,2587,0.986
2004-06-01,臺北市,80004,49255,0,26536,4213,1.016
2015-05-01,新竹縣,14912,6869,60,6634,1349,0.893
2004-06-01,桃園市,56397,42451,0,9950,3996,1.025
2015-05-01,苗栗縣,14479,7323,192,5773,1191,0.825
2004-06-01,臺中市,60995,44432,0,11268,5295,0.803
2015-05-01,彰化縣,32442,17999,576,13065,801,0.811
2004-06-01,臺中市(舊),22612,14592,0,5217,2804,0.746
2015-05-01,南投縣,14775,7525,104,5634,1511,0.931
2004-06-01,臺中縣,38382,29840,0,6051,2491,0.84
2015-05-01,雲林縣,16378,8801,215,6473,888,0.752
2004-06-01,臺南市,60083,48284,0,9574,2226,1.078
2015-05-01,嘉義縣,14115,7134,63,5936,982,0.872
2004-06-01,臺南市(舊),27079,18655,0,6500,1925,1.2
2015-05-01,屏東縣,21792,12294,330,8519,649,0.832
2004-06-01,臺南縣,33005,29629,0,3074,301,0.995
2015-05-01,臺東縣,6403,3426,84,2462,432,0.924
2004-06-01,高雄市,74708,61715,0,12419,574,0.906
2015-05-01,花蓮縣,8906,4720,56,3501,629,0.864
2004-06-01,高雄市(舊),38761,31850,0,6883,28,0.855
2015-05-01,澎湖縣,3063,1557,40,1090,377,0.97
2004-06-01,高雄縣,35946,29866,0,5535,545,0.969
2015-05-01,基隆市,12266,5377,131,5627,1131,1.061
2004-06-01,宜蘭縣,12301,9114,0,2321,867,0.887
2015-05-01,新竹市,14066,6406,168,6542,950,1.049
2004-06-01,新竹縣,11981,10416,0,1280,285,0.869
2015-05-01,嘉義市,8001,3258,179,3802,761,0.952
2004-06-01,苗栗縣,14547,12267,0,1787,493,0.875
2015-05-01,金門縣,2172,1079,76,876,141,0.541
2004-06-01,彰化縣,32474,27e3,0,4810,665,0.823
2015-05-01,連江縣,578,173,95,166,144,1.495
2004-06-01,南投縣,12740,9905,0,2195,640,0.791
2015-06-01,新北市,76124,23542,2919,37807,11855,0.64
2004-06-01,雲林縣,18923,14979,0,3246,699,0.854
2015-06-01,臺北市,73551,24965,916,40450,7220,0.906
2004-06-01,嘉義縣,19903,17800,0,1696,407,1.187
2015-06-01,桃園市,64711,35101,111,26900,2600,1.035
2004-06-01,屏東縣,25521,21596,0,3378,547,0.943
2015-06-01,臺中市,70109,34221,286,32114,3489,0.856
2004-06-01,臺東縣,6969,5404,0,1149,416,0.963
2015-06-01,臺南市,51528,21213,1319,23148,5848,0.911
2004-06-01,花蓮縣,12146,9445,0,2185,516,1.159
2015-06-01,高雄市,73410,31969,1279,32549,7613,0.881
2004-06-01,澎湖縣,3104,2188,0,794,122,1.127
2015-06-01,宜蘭縣,14323,5604,229,5878,2611,1.042
2004-06-01,基隆市,11992,8898,0,2727,368,1.019
2015-06-01,新竹縣,14730,6880,67,6418,1366,0.911
2015-06-01,苗栗縣,15181,7881,142,5923,1236,0.894
2004-06-01,新竹市,12958,10855,0,1876,228,1.124
2015-06-01,彰化縣,33124,18469,570,13341,743,0.856
2004-06-01,嘉義市,8686,7874,0,506,306,1.072
2015-06-01,南投縣,15037,7517,122,5873,1526,0.98
2004-06-01,金門縣,1657,1296,0,260,101,0.893
2015-06-01,雲林縣,16096,8833,229,6128,906,0.764
2004-06-01,連江縣,1010,554,0,142,313,3.788
2015-06-01,嘉義縣,14182,7284,78,5794,1026,0.906
2004-07-01,新北市,110612,92045,0,15713,2855,0.972
2004-07-01,臺北市,78109,48934,0,25126,4050,0.96
2015-06-01,屏東縣,23351,13002,340,8957,1052,0.922
2015-06-01,臺東縣,6298,3436,83,2279,501,0.94
2004-07-01,桃園市,56947,43123,0,9767,4057,1
2004-07-01,臺中市,62754,46641,0,11355,4757,0.799
2015-06-01,花蓮縣,9261,4947,58,3623,633,0.929
2015-06-01,澎湖縣,2942,1439,52,1075,376,0.963
2004-07-01,臺中市(舊),23615,15735,0,5489,2391,0.753
2015-06-01,基隆市,12830,5597,146,5936,1151,1.147
2004-07-01,臺中縣,39139,30907,0,5866,2366,0.829
2015-06-01,新竹市,14453,6658,227,6631,937,1.113
2004-07-01,臺南市,61839,49140,0,10508,2191,1.074
2015-06-01,嘉義市,8294,3440,229,3908,716,1.02
2004-07-01,臺南市(舊),29361,19980,0,7458,1924,1.258
2015-06-01,金門縣,2315,1193,35,940,146,0.595
2004-07-01,臺南縣,32477,29160,0,3050,267,0.948
2004-07-01,高雄市,78416,65005,0,12691,720,0.92
2015-06-01,連江縣,624,185,111,176,152,1.667
2004-07-01,高雄市(舊),43764,36825,0,6911,28,0.934
2015-07-01,新北市,77466,23132,3128,39534,11671,0.63
2015-07-01,臺北市,72807,23840,1105,41e3,6861,0.868
