序號,統計期,統計區,"總計 (公噸)","一般垃圾 (公噸)","巨大垃圾 (公噸)","資源垃圾 (公噸)","廚餘 (公噸)","平均每人每日一般廢棄物產生量 (公斤)"
1059,"91年 5月",嘉義市,"8,755","8,257",0,498,0,1.057
1060,"101年 11月",臺北市,"69,623","21,910","1,008","39,479","7,225",0.869
1061,"91年 5月",金門縣,"1,825","1,671",0,154,0,1.021
1062,"101年 11月",桃園市,"56,033","21,300","1,553","23,871","9,308",0.921
1063,"91年 5月",連江縣,0,0,0,0,0,0
1064,"101年 11月",臺中市,"69,654","31,389","1,120","30,820","6,325",0.866
1065,"91年 6月",新北市,"114,390","108,949",0,"5,441",0,1.078
1066,"101年 11月",臺南市,"48,760","21,472",989,"20,661","5,638",0.864
1067,"91年 6月",臺北市,"78,389","59,368",0,"19,021",0,0.992
1068,"101年 11月",高雄市,"77,048","33,874","1,077","33,815","8,282",0.925
1069,"91年 6月",桃園市,"51,917","48,584",0,"3,333",0,0.975
1070,"101年 11月",宜蘭縣,"13,300","5,118",270,"5,324","2,588",0.967
1071,"91年 6月",臺中市,"56,829","46,763",0,"10,066",0,0.761
1072,"101年 11月",新竹縣,"14,173","7,497",45,"5,349","1,282",0.903
1073,"91年 6月",臺中市(舊),"20,591","14,882",0,"5,709",0,0.697
1074,"101年 11月",苗栗縣,"14,423","7,072",157,"6,147","1,047",0.853
1075,"91年 6月",臺中縣,"36,238","31,881",0,"4,356",0,0.803
1076,"101年 11月",彰化縣,"34,940","16,363",556,"12,962","5,060",0.896
1077,"91年 6月",臺南市,"57,149","50,845",0,"6,304",0,1.034
1078,"101年 11月",南投縣,"14,205","6,771",152,"5,430","1,853",0.91
1079,"91年 6月",臺南市(舊),"24,566","20,913",0,"3,653",0,1.114
1080,"101年 11月",雲林縣,"16,326","9,587",219,"5,135","1,384",0.765
1081,"91年 6月",臺南縣,"32,583","29,932",0,"2,651",0,0.981
1082,"101年 11月",嘉義縣,"15,048","8,499",287,"5,231","1,031",0.939
1083,"91年 6月",高雄市,"76,556","68,846",0,"7,710",0,0.933
1084,"101年 11月",屏東縣,"21,244","12,008",424,"7,572","1,240",0.824
1085,"91年 6月",高雄市(舊),"43,021","38,137",0,"4,884",0,0.954
1086,"101年 11月",臺東縣,"6,542","3,500",214,"2,267",560,0.963
1087,"91年 6月",高雄縣,"33,535","30,709",0,"2,826",0,0.908
1088,"101年 11月",花蓮縣,"8,428","4,365",31,"3,352",681,0.838
1089,"91年 6月",宜蘭縣,"13,477","12,138",0,"1,340",0,0.965
1090,"101年 11月",澎湖縣,"2,412","1,185",41,881,305,0.815
1091,"91年 6月",新竹縣,"12,606","11,880",0,726,0,0.941
1092,"101年 11月",基隆市,"12,237","5,354",267,"5,429","1,187",1.081
1093,"91年 6月",苗栗縣,"16,286","14,970",0,"1,316",0,0.986
1094,"101年 11月",新竹市,"12,767","6,165",306,"5,323",974,1.003
1095,"91年 6月",彰化縣,"32,290","29,910",0,"2,380",0,0.819
1096,"101年 11月",嘉義市,"7,773","3,445",366,"3,009",952,0.955
1097,"91年 6月",南投縣,"12,717","11,567",0,"1,150",0,0.792
1098,"101年 11月",金門縣,"1,791",903,52,695,140,0.532
1099,"91年 6月",雲林縣,"18,571","17,224",0,"1,347",0,0.833
1100,"101年 11月",連江縣,510,207,31,161,111,1.529
1101,"91年 6月",嘉義縣,"22,508","21,276",0,"1,232",0,1.356
1102,"101年 12月",新北市,"91,602","33,645","2,334","42,483","13,140",0.75
1103,"91年 6月",屏東縣,"24,711","23,873",0,838,0,0.909
1104,"101年 12月",臺北市,"68,562","20,504","1,252","39,904","6,903",0.828
1105,"91年 6月",臺東縣,"7,948","6,899",0,"1,049",0,1.083
1106,"101年 12月",桃園市,"62,748","29,662",481,"23,892","8,713",0.997
1107,"91年 6月",花蓮縣,"12,983","11,476",0,"1,507",0,1.229
1108,"101年 12月",臺中市,"69,755","31,624",713,"31,013","6,405",0.838
1109,"91年 6月",澎湖縣,"2,715","2,388",0,328,0,0.979
1110,"101年 12月",臺南市,"49,976","22,091",957,"21,234","5,694",0.857
1111,"91年 6月",基隆市,"12,827","10,772",0,"2,055",0,1.094
1112,"101年 12月",高雄市,"79,359","34,394","1,090","35,476","8,399",0.921
1113,"91年 6月",新竹市,"12,597","11,037",0,"1,560",0,1.119
1114,"101年 12月",宜蘭縣,"13,229","5,070",272,"5,287","2,600",0.931
1115,"91年 6月",嘉義市,"8,859","8,155",0,705,0,1.104
1116,"101年 12月",新竹縣,"15,885","7,995",57,"6,541","1,292",0.979
1117,"91年 6月",金門縣,0,"1,596",0,0,0,0
1118,"101年 12月",苗栗縣,"13,594","6,962",131,"5,482","1,020",0.778
1119,"91年 6月",連江縣,0,0,0,0,0,0
1120,"101年 12月",彰化縣,"35,050","16,799",487,"12,678","5,086",0.87
1121,"91年 7月",新北市,"119,508","112,686",0,"6,821",0,1.115
1122,"101年 12月",南投縣,"14,497","7,092",262,"5,268","1,875",0.899
1123,"91年 7月",臺北市,"82,806","62,897",0,"19,910",0,1.013
1124,"101年 12月",雲林縣,"16,328","9,689",195,"5,045","1,399",0.741
1125,"91年 7月",桃園市,"53,040","48,453",0,"4,587",0,0.963
1126,"101年 12月",嘉義縣,"15,398","8,741",296,"5,307","1,053",0.93
1127,"91年 7月",臺中市,"59,683","49,445",0,"10,239",0,0.773
1128,"101年 12月",屏東縣,"20,806","11,773",291,"7,492","1,250",0.782
1129,"91年 7月",臺中市(舊),"21,230","15,425",0,"5,805",0,0.694
1130,"101年 12月",臺東縣,"6,323","3,502",138,"2,148",534,0.901
1131,"91年 7月",臺中縣,"38,453","34,020",0,"4,434",0,0.824
1132,"101年 12月",花蓮縣,"8,523","4,412",33,"3,401",676,0.82
1133,"91年 7月",臺南市,"58,690","51,812",0,"6,879",0,1.028
1134,"101年 12月",澎湖縣,"2,538","1,232",43,965,298,0.829
1135,"91年 7月",臺南市(舊),"24,998","21,024",0,"3,974",0,1.097
1136,"101年 12月",基隆市,"12,111","5,430",226,"5,351","1,104",1.036
1137,"91年 7月",臺南縣,"33,692","30,787",0,"2,905",0,0.982
1138,"101年 12月",新竹市,"14,020","6,455",710,"5,897",958,1.065
1139,"91年 7月",高雄市,"82,289","73,486",0,"8,803",0,0.97
1140,"101年 12月",嘉義市,"8,175","3,960",349,"3,052",814,0.972
1141,"91年 7月",高雄市(舊),"46,792","41,246",0,"5,546",0,1.003
1142,"101年 12月",金門縣,"1,859",963,22,740,134,0.532
1143,"91年 7月",高雄縣,"35,497","32,240",0,"3,257",0,0.931
1144,"101年 12月",連江縣,531,204,32,187,109,1.523
1145,"91年 7月",宜蘭縣,"13,250","11,805",0,"1,445",0,0.919
1146,102年,新北市,"1,067,465","377,491","36,240","499,362","154,372",0.741
1147,"91年 7月",新竹縣,"12,584","11,767",0,818,0,0.908
1148,102年,臺北市,"830,676","267,250","16,012","466,450","80,964",0.849
1149,"91年 7月",苗栗縣,"16,746","15,415",0,"1,331",0,0.982
1150,102年,桃園市,"766,684","327,528","2,669","327,409","109,078",1.031
1151,"91年 7月",彰化縣,"33,861","30,539",0,"3,321",0,0.831
1152,102年,臺中市,"798,658","376,904","3,842","365,703","52,209",0.812
1153,"91年 7月",南投縣,"13,306","12,193",0,"1,113",0,0.8
1154,102年,臺南市,"602,629","258,054","13,415","262,802","68,359",0.877
1155,"91年 7月",雲林縣,"20,713","18,479",0,"2,235",0,0.9
1156,102年,高雄市,"941,987","422,004","14,043","410,115","95,824",0.929
1157,"91年 7月",嘉義縣,"14,920","13,776",0,"1,144",0,0.87
1158,102年,宜蘭縣,"166,603","63,970","4,544","66,629","31,460",0.995
1159,"91年 7月",屏東縣,"25,925","24,935",0,991,0,0.923
1160,102年,新竹縣,"178,979","90,121",768,"71,431","16,659",0.93
1161,"91年 7月",臺東縣,"8,686","7,287",0,"1,399",0,1.146
1162,102年,苗栗縣,"173,502","89,141","3,053","68,728","12,580",0.842
1163,"91年 7月",花蓮縣,"11,292","9,919",0,"1,374",0,1.035
1164,102年,彰化縣,"430,625","205,750","6,132","167,359","51,384",0.909
1165,"91年 7月",澎湖縣,"2,818","2,463",0,355,0,0.983
1166,102年,南投縣,"180,366","88,766","2,750","68,209","20,642",0.953
1167,"91年 7月",基隆市,"12,588","9,793",0,"2,795",0,1.039
1168,102年,雲林縣,"203,887","113,414","3,590","68,324","18,559",0.787
1169,"91年 7月",新竹市,"12,480","10,898",0,"1,583",0,1.071
1170,102年,嘉義縣,"193,321","111,399","5,015","64,599","12,309",0.997
1171,"91年 7月",嘉義市,"9,453","8,843",0,610,0,1.14
1172,102年,屏東縣,"260,245","145,016","5,784","93,827","15,618",0.834
1173,"91年 7月",金門縣,"1,776","1,613",0,162,0,0.988
1174,102年,臺東縣,"79,276","44,434","1,772","26,758","6,311",0.963
1175,"91年 7月",連江縣,0,0,0,0,0,0
1176,102年,花蓮縣,"105,220","55,479",392,"41,875","7,474",0.862
1177,"91年 8月",新北市,"116,490","109,577",0,"6,913",0,1.087
1178,102年,澎湖縣,"32,864","16,069",536,"12,589","3,670",0.904
1179,"91年 8月",臺北市,"81,772","62,250",0,"19,522",0,1
1180,102年,基隆市,"153,786","67,794","3,698","69,754","12,540",1.12
1181,102年,新竹市,"154,847","75,219","2,755","65,332","11,541",0.994
1182,"91年 8月",桃園市,"52,259","47,452",0,"4,807",0,0.947
1183,102年,嘉義市,"100,721","43,166","2,868","44,849","9,839",1.018
1184,"91年 8月",臺中市,"57,186","47,959",0,"9,227",0,0.74
1185,102年,金門縣,"23,074","11,678",475,"9,240","1,681",0.541
1186,"91年 8月",臺中市(舊),"20,196","15,143",0,"5,053",0,0.66
1187,102年,連江縣,"7,062","2,659",417,"1,843","2,143",1.648
1188,"91年 8月",臺中縣,"36,990","32,816",0,"4,174",0,0.792
1189,"102年 1月",新北市,"92,111","36,068","4,264","39,292","12,487",0.754
1190,"91年 8月",臺南市,"57,593","50,894",0,"6,699",0,1.009
1191,"102年 1月",臺北市,"71,310","22,751","1,491","40,299","6,768",0.86
1192,"91年 8月",臺南市(舊),"25,097","21,225",0,"3,872",0,1.101
1193,"102年 1月",桃園市,"69,090","32,283",694,"27,244","8,869",1.097
1194,"91年 8月",臺南縣,"32,496","29,669",0,"2,827",0,0.948
1195,"102年 1月",臺中市,"67,239","31,954",409,"30,107","4,770",0.808
1196,"91年 8月",高雄市,"77,479","68,625",0,"8,854",0,0.913
1197,"102年 1月",臺南市,"51,064","22,302","1,178","21,831","5,753",0.875
1198,"91年 8月",高雄市(舊),"44,295","38,728",0,"5,567",0,0.948
1199,"91年 8月",高雄縣,"33,184","29,897",0,"3,287",0,0.87
1200,"102年 1月",高雄市,"80,045","36,515","1,334","33,889","8,307",0.929
1201,"91年 8月",宜蘭縣,"13,602","11,871",0,"1,731",0,0.944
1202,"102年 1月",宜蘭縣,"14,184","5,556",327,"5,693","2,608",0.998
1203,"91年 8月",新竹縣,"12,310","11,476",0,834,0,0.887
1204,"102年 1月",新竹縣,"15,481","8,383",84,"5,692","1,322",0.953
1205,"91年 8月",苗栗縣,"16,103","14,468",0,"1,635",0,0.944
1206,"102年 1月",苗栗縣,"14,620","7,741",191,"5,682","1,006",0.836
1207,"91年 8月",彰化縣,"33,312","30,007",0,"3,305",0,0.817
1208,"102年 1月",彰化縣,"37,316","17,717",655,"13,790","5,155",0.926
1209,"91年 8月",南投縣,"13,156","12,023",0,"1,133",0,0.792
1210,"102年 1月",南投縣,"15,439","7,501",252,"5,968","1,717",0.958
1211,"91年 8月",雲林縣,"19,022","17,290",0,"1,732",0,0.827
1212,"102年 1月",雲林縣,"17,478","10,162",291,"5,620","1,405",0.793
1213,"91年 8月",嘉義縣,"15,094","13,924",0,"1,171",0,0.881
1214,"102年 1月",嘉義縣,"15,592","9,081",477,"5,094",940,0.943
1215,"91年 8月",屏東縣,"25,385","24,293",0,"1,092",0,0.904
1216,"102年 1月",屏東縣,"21,429","12,496",399,"7,325","1,208",0.805
1217,"91年 8月",臺東縣,"8,486","7,157",0,"1,330",0,1.131
1218,"102年 1月",臺東縣,"6,324","3,710",141,"1,944",529,0.902
1219,"91年 8月",花蓮縣,"12,165","10,746",0,"1,420",0,1.116
1220,"102年 1月",花蓮縣,"8,283","4,728",36,"2,899",620,0.797
1221,"91年 8月",澎湖縣,"2,796","2,428",0,368,0,0.976
1222,"102年 1月",澎湖縣,"2,888","1,494",41,"1,045",307,0.942
1223,"91年 8月",基隆市,"11,928","9,647",0,"2,281",0,0.984
1224,"102年 1月",基隆市,"12,815","5,825",275,"5,621","1,093",1.096
1225,"91年 8月",新竹市,"12,054","10,527",0,"1,527",0,1.033
1226,"102年 1月",新竹市,"14,438","7,159",376,"5,960",942,1.095
1227,"91年 8月",嘉義市,"9,085","8,482",0,603,0,1.096
1228,"102年 1月",嘉義市,"8,210","4,048",148,"3,205",808,0.976
1229,"91年 8月",金門縣,"1,886","1,662",0,224,0,1.047
1230,"102年 1月",金門縣,"1,943",955,27,820,142,0.553
1231,"91年 8月",連江縣,0,0,0,0,0,0
1232,"102年 1月",連江縣,646,244,38,190,174,1.834
1233,"91年 9月",新北市,"112,628","105,128",0,"7,500",0,1.085
1234,"102年 2月",新北市,"93,968","36,677","2,961","41,924","12,407",0.851
1235,"91年 9月",臺北市,"75,875","56,823",0,"19,052",0,0.959
1236,"102年 2月",臺北市,"67,685","22,138",932,"38,309","6,306",0.903
1237,"91年 9月",桃園市,"51,219","46,838",0,"4,382",0,0.958
1238,"102年 2月",桃園市,"63,114","27,851",333,"26,240","8,691",1.109
1239,"91年 9月",臺中市,"54,761","44,403",0,"10,359",0,0.731
1240,"102年 2月",臺中市,"65,213","31,139",301,"29,409","4,364",0.867
1241,"91年 9月",臺中市(舊),"20,682","15,287",0,"5,395",0,0.697
1242,"102年 2月",臺南市,"48,738","21,504",889,"20,780","5,565",0.925
1243,"91年 9月",臺中縣,"34,079","29,115",0,"4,964",0,0.753
1244,"102年 2月",高雄市,"78,970","34,433","1,153","35,532","7,853",1.015
1245,"91年 9月",臺南市,"53,946","47,353",0,"6,593",0,0.977
1246,"102年 2月",宜蘭縣,"14,393","5,768",363,"5,652","2,610",1.121
1247,"91年 9月",臺南市(舊),"22,382","18,602",0,"3,780",0,1.015
1248,"102年 2月",新竹縣,"15,344","8,371",98,"5,582","1,293",1.044
1249,"91年 9月",臺南縣,"31,564","28,751",0,"2,813",0,0.951
1250,"102年 2月",苗栗縣,"14,753","7,788",209,"5,716","1,039",0.934
1251,"91年 9月",高雄市,"79,897","70,304",0,"9,593",0,0.972
1252,"102年 2月",彰化縣,"37,079","17,649",737,"13,598","5,096",1.019
1253,"91年 9月",高雄市(舊),"42,905","36,605",0,"6,300",0,0.949
1254,"102年 2月",南投縣,"15,503","7,996",337,"5,510","1,659",1.065
1255,"91年 9月",高雄縣,"36,993","33,699",0,"3,293",0,1.001
1256,"102年 2月",雲林縣,"18,823","11,240",246,"5,844","1,493",0.946
1257,"91年 9月",宜蘭縣,"12,007","10,362",0,"1,645",0,0.861
1258,"102年 2月",嘉義縣,"16,248","9,643",426,"5,208",972,1.088
1259,"91年 9月",新竹縣,"11,951","11,145",0,806,0,0.889
1260,"102年 2月",屏東縣,"22,386","13,013",575,"7,551","1,249",0.932
1261,"91年 9月",苗栗縣,"15,143","13,692",0,"1,452",0,0.977
1262,"102年 2月",臺東縣,"6,905","4,023",221,"2,145",517,1.091
1263,"91年 9月",彰化縣,"32,046","28,537",0,"3,509",0,0.812
1264,"102年 2月",花蓮縣,"9,635","4,866",37,"4,143",589,1.027
1265,"91年 9月",南投縣,"12,473","11,290",0,"1,183",0,0.787
1266,"102年 2月",澎湖縣,"2,657","1,280",29,"1,056",293,0.959
1267,"91年 9月",雲林縣,"18,581","16,682",0,"1,899",0,0.834
1268,"102年 2月",基隆市,"13,212","6,090",292,"5,860",970,1.252
1269,"91年 9月",嘉義縣,"14,884","13,624",0,"1,260",0,0.901
1270,"102年 2月",新竹市,"13,465","6,687",282,"5,528",969,1.13
1271,"91年 9月",屏東縣,"23,275","22,220",0,"1,056",0,0.857
1272,"102年 2月",嘉義市,"7,985","3,819",122,"3,201",843,1.051
1273,"91年 9月",臺東縣,"7,792","6,640",0,"1,152",0,1.077
1274,"102年 2月",金門縣,"1,917","1,050",29,706,131,0.601
1275,"91年 9月",花蓮縣,"12,444","10,824",0,"1,620",0,1.18
1276,"102年 2月",連江縣,497,185,31,154,127,1.549
1277,"91年 9月",澎湖縣,"2,717","2,302",0,415,0,0.98
1278,"102年 3月",新北市,"88,501","32,630","2,327","40,118","13,427",0.724
1279,"91年 9月",基隆市,"11,860","9,287",0,"2,572",0,1.011
1280,"102年 3月",臺北市,"67,887","21,603","1,100","38,394","6,789",0.818
1281,"91年 9月",新竹市,"11,700","10,168",0,"1,532",0,1.035
1282,"102年 3月",桃園市,"62,918","27,155",266,"26,268","9,228",0.998
1283,"91年 9月",嘉義市,"8,779","8,130",0,650,0,1.094
1284,"102年 3月",臺中市,"66,021","31,926",365,"28,993","4,737",0.792
1285,"91年 9月",金門縣,"1,828","1,590",0,239,0,1.045
1286,"102年 3月",臺南市,"50,532","22,102",887,"21,779","5,763",0.866
1287,"91年 9月",連江縣,0,0,0,0,0,0
1288,"102年 3月",高雄市,"81,596","37,118","1,019","35,424","8,035",0.947
1289,"91年 10月",新北市,"115,284","107,197",0,"8,087",0,1.075
1290,"102年 3月",宜蘭縣,"13,304","5,140",299,"5,288","2,578",0.936
1291,"91年 10月",臺北市,"94,644","75,033",0,"19,611",0,1.157
1292,"102年 3月",新竹縣,"14,964","7,783",32,"5,778","1,371",0.919
1293,"91年 10月",桃園市,"50,789","45,848",0,"4,941",0,0.918
1294,"102年 3月",苗栗縣,"14,041","7,179",179,"5,622","1,061",0.803
1295,"91年 10月",臺中市,"55,283","44,852",0,"10,431",0,0.714
1296,"102年 3月",彰化縣,"35,608","16,624",417,"13,429","5,138",0.884
1297,"91年 10月",臺中市(舊),"20,866","14,916",0,"5,951",0,0.68
1298,"102年 3月",南投縣,"14,820","6,834",156,"6,094","1,735",0.92
1299,"91年 10月",臺中縣,"34,416","29,936",0,"4,480",0,0.736
1300,"102年 3月",雲林縣,"16,986","9,477",204,"5,765","1,539",0.771
1301,"91年 10月",臺南市,"53,510","46,960",0,"6,550",0,0.936
1302,"102年 3月",嘉義縣,"15,431","8,878",388,"5,148","1,018",0.934
1303,"91年 10月",臺南市(舊),"22,888","19,102",0,"3,785",0,1.001
1304,"102年 3月",屏東縣,"21,016","11,875",329,"7,552","1,260",0.791
1305,"91年 10月",臺南縣,"30,622","27,858",0,"2,765",0,0.892
1306,"102年 3月",臺東縣,"6,160","3,515",129,"2,006",511,0.88
1307,"91年 10月",高雄市,"74,749","64,375",0,"10,374",0,0.88
1308,"102年 3月",花蓮縣,"8,328","4,314",32,"3,379",603,0.802
1309,"91年 10月",高雄市(舊),"43,455","36,398",0,"7,058",0,0.929
1310,"102年 3月",澎湖縣,"2,538","1,274",41,933,290,0.827
1311,"91年 10月",高雄縣,"31,294","27,977",0,"3,317",0,0.819
1312,"102年 3月",基隆市,"11,803","5,324",208,"5,231","1,040",1.011
1313,"91年 10月",宜蘭縣,"12,510","10,579",0,"1,931",0,0.869
1314,"102年 3月",新竹市,"12,498","6,075",225,"5,159","1,038",0.947
1315,"91年 10月",新竹縣,"12,010","11,217",0,793,0,0.864
1316,"102年 3月",嘉義市,"8,091","3,743",136,"3,401",810,0.962
1317,"91年 10月",苗栗縣,"15,192","13,576",0,"1,615",0,0.947
1318,"102年 3月",金門縣,"1,829",915,23,743,148,0.515
1319,"91年 10月",彰化縣,"31,436","28,106",0,"3,330",0,0.771
1320,"102年 3月",連江縣,545,195,32,160,158,1.522
1321,"91年 10月",南投縣,"12,234","10,838",0,"1,395",0,0.746
1322,"102年 4月",新北市,"91,230","34,019","2,387","41,330","13,495",0.771
1323,"91年 10月",雲林縣,"18,751","16,783",0,"1,967",0,0.815
1324,"102年 4月",臺北市,"67,883","20,886","1,130","38,876","6,990",0.845
1325,"91年 10月",嘉義縣,"14,111","12,987",0,"1,124",0,0.819
1326,"102年 4月",桃園市,"63,611","28,697",286,"25,072","9,557",1.042
1327,"91年 10月",屏東縣,"23,084","22,104",0,980,0,0.823
1328,"102年 4月",臺中市,"67,082","32,509",425,"29,802","4,346",0.831
1329,"91年 10月",臺東縣,"7,722","6,590",0,"1,132",0,1.038
1330,"102年 4月",臺南市,"49,524","21,503",987,"21,351","5,683",0.877
1331,"91年 10月",花蓮縣,"11,728","10,204",0,"1,524",0,1.076
1332,"102年 4月",高雄市,"79,035","35,491","1,075","34,298","8,171",0.948
1333,"91年 10月",澎湖縣,"2,835","2,395",0,440,0,0.989
1334,"102年 4月",宜蘭縣,"13,384","5,218",323,"5,285","2,558",0.973
1335,"91年 10月",基隆市,"11,295","9,303",0,"1,992",0,0.932
1336,"102年 4月",新竹縣,"15,266","7,846",48,"5,863","1,509",0.968
1337,"91年 10月",新竹市,"11,645","10,079",0,"1,567",0,0.996
1338,"102年 4月",苗栗縣,"14,187","7,607",183,"5,319","1,078",0.838
1339,"91年 10月",嘉義市,"8,050","7,408",0,642,0,0.97
1340,"102年 4月",彰化縣,"35,746","17,271",443,"13,221","4,812",0.917
1341,"91年 10月",金門縣,"1,738","1,482",0,256,0,0.959
1342,"102年 4月",南投縣,"14,565","7,341",173,"5,327","1,723",0.935
1343,"91年 10月",連江縣,0,0,0,0,0,0
1344,"102年 4月",雲林縣,"17,725","10,332",208,"5,627","1,558",0.832
1345,"91年 11月",新北市,"107,832","99,326",0,"8,506",0,1.04
1346,"102年 4月",嘉義縣,"16,636","9,663",535,"5,452",986,1.042
1347,"91年 11月",臺北市,"70,539","51,850",0,"18,689",0,0.89
1348,"102年 4月",屏東縣,"22,002","12,587",388,"7,735","1,292",0.856
1349,"91年 11月",桃園市,"50,056","44,243",0,"5,813",0,0.943
1350,"102年 4月",臺東縣,"6,451","3,712",127,"2,099",514,0.952
